filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
/content/data/Extracted_data/20210406/BfkSf0P6WcOlQW1jfLuLKEPusF82/cough-heavy.wav,0.46844691038131714,0.03339507803320885,2225.146396375444,2246.6886756892914,4560.154215494792,0.12485758463541667,-417.737548828125,55.54541778564453,9.76740550994873,5.277044773101807,-1.8749467134475708,-3.9416024684906006,-6.1978983879089355,-11.487030982971191,-21.249181747436523,-6.682046413421631,-10.48491096496582,-10.892586708068848,-8.210846900939941,-5.363108158111572,-7.788381099700928,-5.226747512817383,-3.9657418727874756,-4.383258819580078,-7.058266639709473,-0.8722653388977051,covid
/content/data/Extracted_data/20210406/ZIzrdWNQK1Xhn6o6jrzSVBMdphp2/cough-heavy.wav,0.46664702892303467,0.047627661377191544,2853.351394970605,1929.2152095989932,5023.9654541015625,0.2314181857638889,-378.75543212890625,61.766204833984375,-33.19697189331055,4.007146835327148,-31.00830078125,1.1729483604431152,-24.136032104492188,8.292853355407715,-6.964562892913818,-2.1007606983184814,-3.1839747428894043,-8.160367012023926,-1.4323874711990356,-9.609464645385742,-4.193664073944092,-7.597806930541992,-1.7663049697875977,-5.194671630859375,-3.2913331985473633,-3.840848684310913,covid
/content/data/Extracted_data/20210406/kAnUnZf9b6d4bkjJCawv0nCGJUI2/cough-heavy.wav,0.39352425932884216,0.04665202274918556,2191.5027215414407,1837.5133026628837,4026.0111490885415,0.22859926576967593,-415.98785400390625,54.87263870239258,-28.66064453125,-1.9706207513809204,-22.517656326293945,2.8031582832336426,-10.705517768859863,-12.610387802124023,-17.461139678955078,-5.191021919250488,-2.5262365341186523,-8.047382354736328,-1.0352500677108765,-9.788322448730469,-4.135146141052246,-4.0297346115112305,-0.619098424911499,-4.451665878295898,-0.3896419405937195,-1.5995135307312012,covid
/content/data/Extracted_data/20210406/IimA0GnOm7ZR4nEr8k0kG4eaR7A3/cough-heavy.wav,0.5213050246238708,0.06613025069236755,2527.4008591655647,1953.6440607084894,4724.4944254557295,0.2503368236400463,-370.1917724609375,44.531375885009766,-12.012446403503418,25.887746810913086,-10.426909446716309,6.787710666656494,-13.235188484191895,-0.5237192511558533,-3.0018484592437744,-4.652512550354004,-2.3671860694885254,-9.826676368713379,-3.611445188522339,-5.321307182312012,-1.0149054527282715,-4.84234619140625,-0.743895411491394,-5.410184383392334,-0.6873945593833923,-1.6922048330307007,covid
/content/data/Extracted_data/20210406/6ZovArshO1MTe2tpxFWrHmORa2R2/cough-heavy.wav,0.3239074647426605,0.07688044756650925,1584.7332107865432,1436.1115083612735,2969.2891438802085,0.12470386646412036,-365.10992431640625,80.50901794433594,-30.55316162109375,-4.408880233764648,-16.88303565979004,-16.86930274963379,-16.68614387512207,-15.362052917480469,-8.407706260681152,-3.5310144424438477,-9.702679634094238,-9.616740226745605,-4.08840274810791,-7.415114879608154,-6.155301570892334,-8.577327728271484,-0.6239066123962402,-0.4443170130252838,-4.832716941833496,-1.2696431875228882,covid
/content/data/Extracted_data/20210406/Fh3hBZZRh2UXXicTNGMei8ikbSu2/cough-heavy.wav,0.42618274688720703,0.0850570872426033,2935.0162688184687,1776.1924279706166,4843.575032552083,0.24803331163194445,-323.7593994140625,39.27016830444336,-56.065521240234375,27.533981323242188,-45.747459411621094,0.5139933824539185,-21.177757263183594,-0.35950222611427307,-15.251623153686523,5.13466739654541,-1.9056700468063354,-6.719553470611572,-0.09738272428512573,-9.378812789916992,-4.243791103363037,-13.875215530395508,-1.5839505195617676,-7.217278480529785,-3.7307324409484863,-9.360331535339355,covid
/content/data/Extracted_data/20210406/pWFMPFBys1bBerYz5Si4Gb8brGn1/cough-heavy.wav,0.23858986794948578,0.06224974989891052,1389.6442904311612,698.0013118892291,2144.9462890625,0.09104817708333333,-326.7198486328125,153.19786071777344,-111.66658782958984,-54.41219711303711,5.266209125518799,-42.900081634521484,-24.35280990600586,5.239819526672363,-4.5024333000183105,14.502938270568848,20.528242111206055,-1.770150065422058,-4.281971454620361,-13.358407020568848,-21.678842544555664,0.2703838050365448,4.676621437072754,-6.0487284660339355,8.409014701843262,12.296310424804688,covid
/content/data/Extracted_data/20210406/4sjgUTKdPXcgwHbPcqEtB6WA7XB3/cough-heavy.wav,0.48638778924942017,0.025068657472729683,3007.3813345730273,2721.03958409288,6153.7109375,0.17539243344907407,-372.9761047363281,64.26020050048828,3.6004624366760254,-2.246314764022827,-26.481992721557617,-5.15828275680542,-8.63373851776123,-17.147703170776367,-10.00145149230957,-6.522970676422119,-10.185029029846191,-15.270208358764648,-10.948308944702148,-9.060386657714844,-10.104351997375488,-9.34567928314209,-9.368135452270508,-10.482861518859863,-8.760337829589844,-3.0719070434570312,covid
/content/data/Extracted_data/20210406/0drfnqVwccT6UmgVLQEuyVglDC23/cough-heavy.wav,0.447401762008667,0.027156349271535873,2682.3908240798005,2479.137974357746,5453.582763671875,0.15901692708333334,-411.2052917480469,71.53578186035156,-2.5433003902435303,-6.0586018562316895,1.434079647064209,10.641764640808105,-6.251755237579346,-16.28915023803711,-11.604551315307617,12.757932662963867,-16.171682357788086,-14.74916934967041,-6.366131782531738,-2.8019607067108154,-4.867630958557129,-5.885700702667236,-4.411035060882568,-7.368472099304199,-6.726907253265381,-4.673288345336914,covid
/content/data/Extracted_data/20210406/00xKcQMmcAhX8CODgBBLOe7Dm0T2/cough-heavy.wav,0.481154203414917,0.018836284056305885,1772.0429432371225,1651.2132135201957,3242.192586263021,0.12523057725694445,-439.8954772949219,81.35494232177734,-25.068269729614258,32.393760681152344,-6.107472896575928,19.310813903808594,-6.355835914611816,-10.889826774597168,1.149202585220337,-1.297863483428955,-1.2187445163726807,-6.225742816925049,1.691117763519287,8.054051399230957,5.845682621002197,0.7270264625549316,-3.888655185699463,-4.335194110870361,-4.22841739654541,-7.176602840423584,covid
